service_id,city,provider_location_x,provider_location_y,service_category,review_avg,review_count,click_count,provider_age,provider_experience
400,Constantine,36.241363,6.552745,carpentry,3.4,49,16,41,18
401,Constantine,36.206742,6.678644,acRepair,3.4,33,0,33,3
402,Constantine,36.196132,6.693638,furnitureAssembly,4.2,45,43,35,1
403,Constantine,36.386694,6.635985,itSupport,4.9,19,84,30,8
404,Constantine,36.405219,6.650059,pestControl,4.3,3,75,34,11
405,Constantine,36.362415,6.548942,pestControl,3.7,5,0,52,13
406,Constantine,36.228527,6.694297,homeSecurity,3.5,34,64,49,2
407,Constantine,36.381763,6.553121,carpentry,4.9,18,70,34,13
408,Constantine,36.220372,6.657213,windowCleaning,3.0,46,86,39,9
409,Constantine,36.320473,6.617849,painting,4.3,9,66,45,3
410,Constantine,36.260267,6.60015,furnitureAssembly,4.2,46,56,44,11
411,Constantine,36.357015,6.568737,homeSecurity,4.6,50,55,36,10
412,Constantine,36.261452,6.596486,pestControl,3.4,44,36,39,12
413,Constantine,36.291637,6.558112,furnitureAssembly,3.3,10,9,44,14
414,Constantine,36.222483,6.518176,plumbing,4.9,3,87,56,13
415,Constantine,36.234647,6.706236,furnitureAssembly,3.7,43,78,60,2
416,Constantine,36.301178,6.698681,painting,3.0,49,88,36,16
417,Constantine,36.202656,6.683732,vehicleRepair,3.9,34,24,59,14
418,Constantine,36.247974,6.587045,interiorDesign,4.1,3,67,39,3
419,Constantine,36.234839,6.516549,interiorDesign,4.2,20,18,38,15
420,Constantine,36.36167,6.542765,plumbing,3.6,9,31,45,18
421,Constantine,36.22637,6.629112,interiorDesign,4.8,46,5,37,16
422,Constantine,36.256238,6.632068,painting,4.6,6,44,50,10
423,Constantine,36.224946,6.634221,itSupport,4.9,43,76,56,1
424,Constantine,36.253427,6.611239,vehicleRepair,3.8,15,73,27,5
425,Constantine,36.374541,6.571338,pestControl,3.4,8,96,40,3
426,Constantine,36.292815,6.567796,vehicleRepair,3.1,20,48,44,1
427,Constantine,36.394711,6.690912,itSupport,3.6,29,30,27,12
428,Constantine,36.201263,6.604228,windowCleaning,3.7,44,61,35,17
429,Constantine,36.339431,6.517753,plumbing,3.5,29,0,37,18
430,Constantine,36.369714,6.585786,acRepair,3.3,2,15,47,13
431,Constantine,36.330767,6.533391,itSupport,3.1,33,46,48,16
432,Constantine,36.23051,6.696202,interiorDesign,3.8,34,42,57,2
433,Constantine,36.336331,6.528666,houseCleaning,3.6,38,88,53,13
434,Constantine,36.278137,6.697979,furnitureAssembly,4.6,1,5,41,8
435,Constantine,36.241648,6.585818,carpentry,4.5,39,61,25,11
436,Constantine,36.364619,6.640994,acRepair,3.8,20,60,47,2
437,Constantine,36.274816,6.636,carpentry,3.5,18,0,30,16
438,Constantine,36.360454,6.685839,gardening,4.2,49,29,54,14
439,Constantine,36.244496,6.582375,carpentry,4.6,35,41,56,17
440,Constantine,36.284152,6.5855,electricity,4.7,4,64,50,1
441,Constantine,36.30327,6.565041,painting,4.9,18,35,38,19
442,Constantine,36.397639,6.593375,gardening,4.6,9,41,56,18
443,Constantine,36.256362,6.571795,applianceInstallation,3.6,40,4,28,14
444,Constantine,36.357631,6.514253,houseCleaning,3.9,33,19,25,9
445,Constantine,36.337048,6.623512,interiorDesign,4.7,36,75,26,17
446,Constantine,36.369109,6.615689,painting,3.0,27,3,56,7
447,Constantine,36.219101,6.607545,itSupport,4.0,24,17,47,6
448,Constantine,36.398477,6.629146,carpentry,3.9,48,68,44,7
449,Constantine,36.337592,6.540549,homeSecurity,4.1,39,52,31,11
450,Constantine,36.261219,6.658247,acRepair,4.9,21,15,53,19
451,Constantine,36.265641,6.538279,houseCleaning,3.9,42,61,50,5
452,Constantine,36.347472,6.631468,gardening,3.5,28,4,43,4
453,Constantine,36.380963,6.705287,itSupport,4.2,7,78,42,9
454,Constantine,36.205369,6.615304,homeSecurity,3.4,25,28,31,8
455,Constantine,36.31021,6.508711,plumbing,4.5,13,52,29,12
456,Constantine,36.342842,6.56752,homeSecurity,3.7,10,50,35,6
457,Constantine,36.205781,6.500779,carpentry,4.5,3,44,44,4
458,Constantine,36.351841,6.54293,houseCleaning,3.0,5,15,49,20
459,Constantine,36.375633,6.645392,carpentry,3.4,26,22,29,18
460,Constantine,36.237755,6.554638,applianceInstallation,3.4,3,35,58,15
461,Constantine,36.221577,6.565498,plumbing,4.7,30,26,38,10
462,Constantine,36.219255,6.622489,carpentry,3.0,7,30,31,5
463,Constantine,36.336221,6.602455,itSupport,3.1,20,14,36,16
464,Constantine,36.300927,6.704477,vehicleRepair,3.9,50,29,46,10
465,Constantine,36.282794,6.674651,gardening,3.8,21,1,46,19
466,Constantine,36.228351,6.552348,painting,4.1,34,72,25,2
467,Constantine,36.280261,6.620115,interiorDesign,4.1,22,16,27,11
468,Constantine,36.270293,6.547781,plumbing,4.0,34,51,47,17
469,Constantine,36.368613,6.603118,itSupport,4.9,33,69,54,7
470,Constantine,36.337275,6.662316,interiorDesign,3.9,45,52,35,13
471,Constantine,36.252241,6.693902,painting,3.0,39,74,36,20
472,Constantine,36.222707,6.606144,windowCleaning,4.7,20,18,47,11
473,Constantine,36.268615,6.523925,windowCleaning,4.3,5,81,57,19
474,Constantine,36.366749,6.586532,plumbing,4.3,14,72,49,20
475,Constantine,36.361642,6.565159,applianceInstallation,5.0,44,48,44,20
476,Constantine,36.361724,6.592024,painting,4.4,4,92,53,15
477,Constantine,36.280764,6.624729,plumbing,4.2,36,31,57,7
478,Constantine,36.372237,6.508299,windowCleaning,4.3,48,54,48,10
479,Constantine,36.310308,6.62837,houseCleaning,4.1,43,93,46,9
480,Constantine,36.213561,6.61868,houseCleaning,4.6,46,79,53,3
481,Constantine,36.284245,6.630224,furnitureAssembly,3.1,5,16,56,17
482,Constantine,36.242383,6.694935,vehicleRepair,4.4,2,85,56,4
483,Constantine,36.304906,6.606841,homeSecurity,4.1,24,46,50,6
484,Constantine,36.39115,6.536587,plumbing,4.3,40,92,49,18
485,Constantine,36.312739,6.673666,applianceInstallation,3.0,17,100,25,19
486,Constantine,36.327942,6.564337,homeSecurity,4.1,49,32,40,1
487,Constantine,36.228119,6.635646,houseCleaning,3.8,41,65,45,10
488,Constantine,36.221162,6.700912,windowCleaning,4.5,42,80,48,19
489,Constantine,36.391892,6.672746,homeSecurity,4.8,35,11,27,19
490,Constantine,36.258645,6.557214,electricity,4.0,10,6,43,4
491,Constantine,36.251272,6.646941,itSupport,4.3,40,56,49,6
492,Constantine,36.216517,6.592772,pestControl,3.6,37,32,31,2
493,Constantine,36.251017,6.537166,pestControl,3.7,48,50,53,15
494,Constantine,36.242298,6.658047,painting,4.4,17,88,46,10
495,Constantine,36.243744,6.680547,interiorDesign,4.1,41,51,33,18
496,Constantine,36.274396,6.62884,gardening,3.9,28,22,30,18
497,Constantine,36.256069,6.661437,furnitureAssembly,4.6,49,74,34,20
498,Constantine,36.284849,6.608461,plumbing,4.3,1,32,51,8
499,Constantine,36.395698,6.49168,electricity,4.8,2,53,55,4
500,Constantine,36.372304,6.652873,plumbing,3.9,19,44,52,19
501,Annaba,36.990952,7.786309,houseCleaning,4.0,29,65,60,2
502,Annaba,37.0555,7.737078,vehicleRepair,4.6,48,54,46,3
503,Annaba,36.848602,7.722351,acRepair,3.8,3,53,40,3
504,Annaba,36.97743,7.76693,electricity,5.0,17,37,51,8
505,Annaba,36.950835,7.611346,carpentry,4.6,9,53,50,3
506,Annaba,37.077101,7.750838,houseCleaning,4.5,21,72,60,14
507,Annaba,36.864115,7.648264,pestControl,4.1,33,72,60,9
508,Annaba,36.977017,7.623883,itSupport,3.9,32,32,57,8
509,Annaba,36.993662,7.733389,gardening,4.8,35,64,60,9
510,Annaba,37.080248,7.744604,furnitureAssembly,3.9,46,8,44,9
511,Annaba,36.969578,7.78993,interiorDesign,3.5,17,7,40,10
512,Annaba,36.89461,7.75045,applianceInstallation,4.1,16,27,43,8
513,Annaba,37.048118,7.73782,acRepair,3.9,4,96,32,18
514,Annaba,36.908215,7.752907,plumbing,3.8,43,75,28,5
515,Annaba,37.041427,7.66927,plumbing,3.7,14,53,27,2
516,Annaba,36.977452,7.759432,vehicleRepair,4.7,3,48,42,10
517,Annaba,37.011859,7.779075,acRepair,3.2,11,81,45,19
518,Annaba,36.931339,7.637326,windowCleaning,3.3,30,76,41,2
519,Annaba,37.070236,7.690606,acRepair,4.8,47,46,41,7
520,Annaba,37.026245,7.751515,houseCleaning,3.1,32,28,49,14
521,Annaba,36.883338,7.689638,carpentry,4.4,12,78,36,5
522,Annaba,36.8886,7.636924,homeSecurity,4.2,4,57,51,11
523,Annaba,36.882784,7.645957,windowCleaning,3.4,3,6,37,17
524,Annaba,36.867048,7.782652,itSupport,3.3,47,72,36,18
525,Annaba,36.985009,7.746186,homeSecurity,5.0,42,62,43,15
526,Annaba,37.086783,7.65343,acRepair,4.1,2,57,43,15
527,Annaba,37.050568,7.734133,pestControl,3.8,34,46,30,17
528,Annaba,36.847848,7.649765,applianceInstallation,3.6,24,91,45,8
529,Annaba,36.802548,7.777028,houseCleaning,4.2,49,12,34,18
530,Annaba,36.813694,7.677002,itSupport,3.5,25,14,33,7
531,Annaba,36.923027,7.716672,itSupport,3.0,47,8,45,6
532,Annaba,36.786459,7.627681,electricity,4.3,7,43,31,4
533,Annaba,36.830414,7.618678,painting,3.3,48,54,46,17
534,Annaba,36.981833,7.741581,furnitureAssembly,3.1,43,46,40,20
535,Annaba,36.969552,7.701645,applianceInstallation,3.1,9,2,52,2
536,Annaba,37.100722,7.710128,furnitureAssembly,4.7,1,62,38,20
537,Annaba,36.898531,7.765468,windowCleaning,3.3,41,84,44,14
538,Annaba,36.999529,7.640843,houseCleaning,3.7,3,55,25,7
539,Annaba,37.015127,7.655266,houseCleaning,4.1,17,41,36,19
540,Annaba,37.023416,7.731373,interiorDesign,3.7,34,100,43,14
541,Annaba,36.865371,7.793954,houseCleaning,3.8,43,39,60,13
542,Annaba,37.052374,7.728142,painting,4.5,47,59,50,6
543,Annaba,36.998104,7.7214,painting,3.6,10,58,60,3
544,Annaba,36.866507,7.740356,plumbing,4.5,38,51,31,11
545,Annaba,36.88705,7.688707,painting,4.8,16,41,46,1
546,Annaba,36.935237,7.63836,interiorDesign,4.6,6,83,36,11
547,Annaba,37.03051,7.759056,windowCleaning,4.9,47,14,57,17
548,Annaba,36.923064,7.650679,gardening,3.2,21,30,60,17
549,Annaba,36.972724,7.716207,vehicleRepair,4.0,27,61,53,19
550,Annaba,36.806954,7.700219,acRepair,4.2,9,76,47,7
551,Annaba,37.100236,7.638296,gardening,4.6,17,69,56,20
552,Annaba,37.064131,7.633317,painting,3.4,15,98,31,11
553,Annaba,37.040622,7.783566,houseCleaning,4.9,20,68,39,9
554,Annaba,37.090945,7.73381,itSupport,3.5,49,9,45,19
555,Annaba,37.05289,7.765212,pestControl,5.0,45,42,52,13
556,Annaba,36.83395,7.640768,applianceInstallation,4.4,42,73,29,3
557,Annaba,36.967171,7.732571,acRepair,4.1,50,86,41,4
558,Annaba,36.932784,7.67492,vehicleRepair,4.6,46,45,59,13
559,Annaba,36.89829,7.784208,carpentry,3.9,10,56,50,11
560,Annaba,36.961258,7.731912,itSupport,4.9,5,100,45,7
561,Annaba,36.959405,7.686177,interiorDesign,3.4,10,1,39,16
562,Annaba,37.078458,7.775635,plumbing,4.3,22,22,49,16
563,Annaba,37.021186,7.761524,vehicleRepair,3.1,3,55,60,1
564,Annaba,36.911364,7.602159,windowCleaning,4.7,5,27,52,2
565,Annaba,36.90078,7.712332,windowCleaning,3.8,1,63,33,20
566,Annaba,36.903569,7.763795,interiorDesign,3.9,35,38,27,1
567,Annaba,36.809055,7.709542,applianceInstallation,3.8,43,39,57,18
568,Annaba,36.866082,7.594399,houseCleaning,4.9,49,67,33,12
569,Annaba,37.109685,7.749503,windowCleaning,4.7,49,10,48,9
570,Annaba,37.079909,7.605991,houseCleaning,4.9,9,81,37,18
571,Annaba,36.826199,7.71551,applianceInstallation,3.5,6,85,58,2
572,Annaba,37.03223,7.694072,interiorDesign,3.6,18,52,42,19
573,Annaba,36.998168,7.747591,carpentry,4.4,19,10,57,4
574,Annaba,36.951212,7.678184,applianceInstallation,3.2,16,69,53,13
575,Annaba,36.964446,7.71287,plumbing,4.7,46,38,50,18
576,Annaba,36.911131,7.599965,applianceInstallation,4.9,19,48,56,18
577,Annaba,36.955212,7.727963,furnitureAssembly,3.0,5,99,42,15
578,Annaba,36.834263,7.662195,windowCleaning,3.6,4,17,26,5
579,Annaba,37.006696,7.742956,itSupport,4.3,3,85,50,4
580,Annaba,36.874807,7.776655,gardening,4.5,21,90,57,17
581,Annaba,36.853869,7.694177,pestControl,4.2,46,89,51,10
582,Annaba,37.029256,7.623208,plumbing,4.2,20,58,28,7
583,Annaba,36.844654,7.733214,painting,3.2,33,5,35,12
584,Annaba,36.869168,7.615852,electricity,4.9,33,64,49,6
585,Annaba,36.830093,7.805793,pestControl,4.9,16,25,59,15
586,Annaba,36.909599,7.770502,plumbing,3.9,26,59,48,14
587,Annaba,37.0613,7.711479,electricity,3.7,43,97,41,18
588,Annaba,37.073625,7.766547,interiorDesign,4.6,37,22,42,15
589,Annaba,37.041175,7.687882,carpentry,3.7,30,9,60,19
590,Annaba,36.877031,7.65189,carpentry,4.5,49,39,37,16
591,Annaba,37.033183,7.666925,furnitureAssembly,5.0,17,37,55,4
592,Annaba,37.025208,7.675472,acRepair,3.4,4,10,29,9
593,Annaba,36.995822,7.73335,applianceInstallation,3.8,3,44,29,19
594,Annaba,36.837845,7.617576,furnitureAssembly,4.6,11,57,57,12
595,Annaba,36.91729,7.647085,electricity,4.3,25,87,55,13
596,Annaba,36.897765,7.708768,electricity,3.5,23,27,34,18
597,Annaba,36.95642,7.647461,interiorDesign,3.4,40,20,33,14
598,Annaba,36.856708,7.673499,houseCleaning,3.4,3,7,45,4
599,Annaba,36.895116,7.630956,carpentry,4.3,41,72,52,9
600,Annaba,36.912518,7.700354,interiorDesign,3.3,1,84,33,8
601,Annaba,37.038531,7.764156,pestControl,3.8,43,48,40,12
602,Annaba,37.054255,7.732407,carpentry,4.7,33,10,44,17
603,Annaba,36.865529,7.625708,electricity,4.4,40,57,54,16
604,Annaba,37.095315,7.653674,plumbing,3.7,34,19,27,9
605,Annaba,36.858901,7.711775,acRepair,3.8,42,3,25,19
606,Annaba,36.978779,7.691142,homeSecurity,3.8,31,28,60,14
607,Annaba,36.952576,7.769873,electricity,4.5,50,4,53,4
608,Annaba,37.03537,7.61571,windowCleaning,4.0,2,82,57,16
609,Annaba,36.989283,7.698642,pestControl,3.8,14,55,57,12
610,Annaba,36.850533,7.791195,interiorDesign,4.8,39,91,35,10
611,Annaba,36.976359,7.72476,interiorDesign,3.1,38,46,54,4
612,Annaba,36.92554,7.677814,electricity,3.7,34,78,50,17
613,Annaba,37.044218,7.744762,gardening,4.1,18,12,36,5
614,Annaba,36.962739,7.66899,carpentry,3.2,44,77,42,7
615,Annaba,36.858577,7.747416,carpentry,3.4,38,35,59,17
616,Annaba,36.86658,7.650243,windowCleaning,3.7,15,37,53,9
617,Annaba,36.982678,7.672721,vehicleRepair,4.4,20,8,39,6
618,Annaba,36.822803,7.611623,carpentry,4.4,4,40,58,7
619,Annaba,36.884055,7.736051,applianceInstallation,3.3,44,51,46,14
620,Annaba,36.847045,7.732032,carpentry,4.0,7,27,54,13
621,Annaba,36.970865,7.770504,carpentry,4.4,46,29,35,14
622,Annaba,36.868,7.633313,houseCleaning,4.6,29,33,45,11
623,Annaba,36.908577,7.765674,carpentry,3.5,43,90,35,12
624,Annaba,36.904734,7.711233,applianceInstallation,3.4,7,73,53,18
625,Annaba,36.954772,7.730814,acRepair,3.1,44,59,56,9
626,Annaba,37.088615,7.784429,itSupport,3.7,45,10,39,7
627,Annaba,37.080782,7.788327,vehicleRepair,4.6,21,10,41,19
628,Annaba,36.883663,7.666518,windowCleaning,3.1,29,86,50,6
629,Annaba,36.952778,7.663638,applianceInstallation,4.8,8,75,38,5
630,Annaba,36.871017,7.656104,painting,4.8,29,42,56,15
631,Annaba,36.794893,7.757357,windowCleaning,3.0,7,37,60,5
632,Annaba,37.097689,7.693494,electricity,3.2,22,11,36,12
633,Annaba,37.018782,7.719084,acRepair,3.6,30,36,28,18
634,Annaba,36.82594,7.757023,acRepair,3.5,25,38,51,6
635,Annaba,36.829516,7.649603,furnitureAssembly,5.0,50,9,46,9
636,Annaba,36.962194,7.615998,pestControl,4.8,43,87,58,12
637,Annaba,36.800718,7.599766,pestControl,3.2,38,94,45,3
638,Annaba,37.099618,7.662146,painting,4.7,6,74,50,20
639,Annaba,37.024189,7.681799,applianceInstallation,3.1,41,70,41,5
640,Annaba,37.078712,7.781766,electricity,4.4,30,51,52,7
641,Annaba,37.064804,7.706623,windowCleaning,3.2,32,77,25,10
642,Annaba,36.964586,7.790678,interiorDesign,4.2,21,2,33,2
643,Annaba,37.02783,7.778298,pestControl,4.6,30,1,54,13
644,Annaba,37.068957,7.803262,homeSecurity,4.0,19,39,44,1
645,Annaba,37.035233,7.690013,electricity,4.2,7,56,33,7
646,Annaba,36.809297,7.752609,interiorDesign,4.2,35,85,43,11
647,Annaba,36.85824,7.777828,gardening,3.9,25,54,38,19
648,Annaba,36.89157,7.629561,windowCleaning,3.0,34,64,25,1
649,Annaba,36.791033,7.707027,painting,4.9,47,76,59,12
650,Annaba,37.02701,7.673701,acRepair,4.0,44,96,34,1
651,Blida,36.680791,2.797868,furnitureAssembly,4.0,39,41,41,16
652,Blida,36.631472,2.892416,plumbing,4.4,50,39,26,20
653,Blida,36.42755,2.690074,carpentry,3.4,35,70,47,2
654,Blida,36.633246,2.780435,pestControl,4.4,37,4,60,17
655,Blida,36.407714,2.946297,interiorDesign,4.3,43,81,33,2
656,Blida,36.539318,2.589505,painting,3.8,16,16,32,20
657,Blida,36.692843,2.529615,homeSecurity,3.0,10,77,27,16
658,Blida,36.445363,2.742765,interiorDesign,3.1,14,32,40,8
659,Blida,36.407089,2.645412,carpentry,4.3,5,58,54,13
660,Blida,36.588532,2.75751,painting,4.2,47,37,35,17
661,Blida,36.433862,2.562817,electricity,5.0,40,8,36,9
662,Blida,36.469962,2.92545,electricity,4.4,5,18,56,16
663,Blida,36.488429,2.838645,plumbing,3.2,39,25,57,13
664,Blida,36.550435,2.833136,interiorDesign,3.0,36,72,27,10
665,Blida,36.697839,3.042143,houseCleaning,4.8,27,5,49,2
666,Blida,36.450341,2.534827,painting,4.5,37,21,39,6
667,Blida,36.42811,2.821964,applianceInstallation,4.5,28,11,42,7
668,Blida,36.48148,2.629606,acRepair,3.8,6,89,41,14
669,Blida,36.58749,2.915403,gardening,3.8,3,75,26,8
670,Blida,36.500769,3.066524,itSupport,4.7,6,5,41,8
671,Blida,36.47015,3.099438,gardening,4.3,38,68,52,4
672,Blida,36.415605,2.919812,itSupport,3.3,14,80,53,2
673,Blida,36.425838,2.522731,houseCleaning,4.5,9,53,54,4
674,Blida,36.446215,2.764683,pestControl,3.4,39,90,39,14
675,Blida,36.635067,2.541282,acRepair,4.4,45,10,29,10
676,Blida,36.469257,2.515741,interiorDesign,4.5,13,2,52,11
677,Blida,36.509894,2.649691,acRepair,4.4,6,94,46,10
678,Blida,36.520116,2.633573,pestControl,4.6,48,94,42,15
679,Blida,36.664972,2.676341,pestControl,3.4,38,99,33,17
680,Blida,36.64885,3.084631,homeSecurity,4.5,10,52,36,3
681,Blida,36.41301,3.007288,plumbing,4.6,36,6,26,8
682,Blida,36.488288,2.77429,windowCleaning,4.1,10,1,38,9
683,Blida,36.505549,2.772802,windowCleaning,4.4,40,24,37,2
684,Blida,36.634083,3.127125,plumbing,3.7,16,62,55,20
685,Blida,36.482788,3.136528,interiorDesign,3.2,39,69,54,2
686,Blida,36.694447,2.953072,carpentry,4.8,44,8,54,3
687,Blida,36.633572,2.78875,painting,4.7,14,4,39,11
688,Blida,36.424307,2.533409,furnitureAssembly,4.9,31,90,48,20
689,Blida,36.642576,2.660964,itSupport,4.1,1,20,60,2
690,Blida,36.521788,2.857625,houseCleaning,4.8,38,4,35,12
691,Blida,36.57971,2.733497,pestControl,3.4,38,97,26,9
692,Blida,36.681245,2.624297,electricity,4.2,24,43,39,11
693,Blida,36.681023,2.659342,plumbing,4.4,29,75,56,12
694,Blida,36.593574,2.894438,itSupport,4.5,14,56,29,18
695,Blida,36.435543,2.747901,furnitureAssembly,3.5,36,33,44,14
696,Blida,36.582984,3.095982,electricity,3.9,20,72,31,14
697,Blida,36.516143,2.850103,gardening,4.8,37,51,34,14
698,Blida,36.544871,3.018874,pestControl,3.9,14,89,28,13
699,Blida,36.655827,3.06362,painting,4.1,23,69,60,9
700,Blida,36.68299,2.935978,carpentry,4.2,46,1,55,18
701,Blida,36.484913,2.821713,houseCleaning,4.2,17,9,57,11
702,Blida,36.505441,2.568331,houseCleaning,3.8,4,12,37,13
703,Blida,36.419137,3.058614,furnitureAssembly,3.8,7,21,56,16
704,Blida,36.615591,2.89512,acRepair,4.1,1,88,40,5
705,Blida,36.507016,2.910737,pestControl,3.5,7,28,34,14
706,Blida,36.468785,2.841671,itSupport,3.4,27,78,28,11
707,Blida,36.659765,3.099096,acRepair,3.7,28,81,33,1
708,Blida,36.662996,2.847421,windowCleaning,3.4,4,74,59,3
709,Blida,36.566871,2.903267,itSupport,3.5,8,26,41,2
710,Blida,36.476351,2.698057,plumbing,4.4,22,39,54,17
711,Blida,36.427254,2.552557,carpentry,4.8,38,97,54,14
712,Blida,36.636037,2.673079,furnitureAssembly,4.5,5,62,35,11
713,Blida,36.524444,2.610501,pestControl,3.2,8,9,36,7
714,Blida,36.399073,2.851417,furnitureAssembly,4.6,47,81,41,18
715,Blida,36.424718,3.000958,vehicleRepair,3.8,24,45,30,12
716,Blida,36.613752,3.154934,itSupport,4.2,2,90,53,2
717,Blida,36.508019,2.593214,windowCleaning,4.9,21,56,59,10
718,Blida,36.419259,3.154797,itSupport,4.0,27,21,43,20
719,Blida,36.445199,3.11421,homeSecurity,4.4,23,55,54,5
720,Blida,36.612485,3.017252,furnitureAssembly,4.1,37,32,27,5
721,Blida,36.670155,2.723626,plumbing,3.4,48,68,41,17
722,Blida,36.637357,3.217834,windowCleaning,3.6,37,9,59,4
723,Blida,36.517238,2.862461,carpentry,3.8,15,97,45,8
724,Blida,36.576846,2.778257,pestControl,3.6,38,52,60,14
725,Blida,36.472263,3.057144,painting,4.7,34,21,50,12
726,Blida,36.54465,3.078316,carpentry,3.9,1,53,33,16
727,Blida,36.545692,3.043128,plumbing,4.3,5,85,54,4
728,Blida,36.502015,3.03745,houseCleaning,4.4,29,95,32,2
729,Blida,36.671206,2.556444,acRepair,4.2,16,48,27,7
730,Blida,36.455144,2.702277,itSupport,5.0,18,97,25,20
731,Blida,36.647128,2.961255,acRepair,3.2,26,95,50,13
732,Blida,36.54768,2.708928,applianceInstallation,3.2,35,88,31,7
733,Blida,36.663423,2.840804,homeSecurity,3.3,27,59,45,20
734,Blida,36.599747,2.897641,furnitureAssembly,4.8,2,42,52,18
735,Blida,36.698267,2.796831,applianceInstallation,4.5,11,6,55,11
736,Blida,36.483717,2.571607,vehicleRepair,3.1,26,99,53,3
737,Blida,36.57491,2.867071,gardening,3.5,20,87,48,12
738,Blida,36.618047,3.193986,painting,3.1,11,4,46,19
739,Blida,36.504355,3.016423,plumbing,4.7,18,52,30,9
740,Blida,36.509587,2.563572,furnitureAssembly,4.8,1,18,60,4
741,Blida,36.613218,2.980502,acRepair,3.2,20,51,45,14
742,Blida,36.580577,2.918197,furnitureAssembly,3.9,40,4,27,18
743,Blida,36.48445,2.759938,pestControl,3.0,4,51,49,11
744,Blida,36.613879,2.952294,electricity,3.6,40,9,27,1
745,Blida,36.675263,2.618385,vehicleRepair,4.7,44,94,25,12
746,Blida,36.417819,2.590866,gardening,3.5,4,77,31,14
747,Blida,36.609744,2.815865,homeSecurity,4.7,4,92,29,10
748,Blida,36.42055,3.081322,electricity,4.5,32,53,55,18
749,Blida,36.681331,3.043641,itSupport,5.0,12,58,26,8
750,Blida,36.539933,3.074198,itSupport,3.0,43,79,30,7
751,Blida,36.578645,3.069179,applianceInstallation,4.6,12,3,38,19
752,Blida,36.494816,2.693906,applianceInstallation,5.0,34,96,44,8
753,Blida,36.634549,2.663745,furnitureAssembly,4.3,29,49,58,14
754,Blida,36.531606,2.87875,itSupport,4.1,20,72,53,3
755,Blida,36.399378,3.190671,painting,3.5,46,28,50,16
756,Blida,36.561722,2.774592,windowCleaning,4.2,8,17,59,17
757,Blida,36.434155,2.945039,furnitureAssembly,3.8,19,93,46,9
758,Blida,36.496317,2.864486,electricity,5.0,7,4,58,12
759,Blida,36.61695,2.831167,interiorDesign,3.7,31,65,43,12
760,Blida,36.564818,3.133424,pestControl,3.5,48,42,59,5
761,Blida,36.4382,2.749742,houseCleaning,3.3,34,91,45,15
762,Blida,36.395713,3.086742,furnitureAssembly,4.4,9,26,39,8
763,Blida,36.657002,2.53872,interiorDesign,3.6,32,64,51,20
764,Blida,36.700631,2.70573,homeSecurity,4.7,3,82,59,3
765,Blida,36.664031,2.762997,painting,4.8,21,56,51,6
766,Blida,36.438727,2.939173,pestControl,3.7,48,20,51,14
767,Blida,36.427858,2.603562,acRepair,3.6,1,94,29,15
768,Blida,36.499385,2.808568,plumbing,4.4,13,39,32,11
769,Blida,36.473121,2.543529,acRepair,3.5,7,49,59,14
770,Blida,36.403756,2.851329,homeSecurity,3.2,44,73,38,12
771,Blida,36.562192,3.138219,plumbing,4.2,22,22,29,20
772,Blida,36.541548,2.833694,homeSecurity,4.0,10,29,56,2
773,Blida,36.506956,2.924673,gardening,4.8,48,5,52,1
774,Blida,36.553394,2.861669,windowCleaning,3.3,48,41,59,19
775,Blida,36.414626,2.862124,vehicleRepair,4.8,11,7,28,3
776,Blida,36.631752,3.172815,furnitureAssembly,3.9,30,96,48,2
777,Blida,36.681918,2.629292,interiorDesign,4.9,14,59,48,17
778,Blida,36.681824,2.751473,homeSecurity,3.4,3,32,43,9
779,Blida,36.52546,2.987741,applianceInstallation,4.5,33,67,26,8
780,Blida,36.440804,2.997814,furnitureAssembly,4.9,6,87,41,12
781,Blida,36.536255,2.699104,windowCleaning,4.6,28,40,53,14
782,Blida,36.626717,2.802811,windowCleaning,3.3,24,64,59,20
783,Blida,36.495654,2.589265,acRepair,4.9,43,11,41,9
784,Blida,36.679516,3.186704,homeSecurity,3.9,8,25,58,8
785,Blida,36.545209,3.145825,pestControl,3.4,36,78,57,8
786,Blida,36.527277,3.111236,windowCleaning,3.8,8,31,38,15
787,Blida,36.528027,3.001129,acRepair,4.8,30,73,30,6
788,Blida,36.424042,2.773716,applianceInstallation,3.4,12,71,44,2
789,Blida,36.489759,2.853292,furnitureAssembly,4.0,2,20,55,11
790,Blida,36.536978,2.629382,painting,3.8,1,89,50,2
791,Blida,36.469847,2.639303,interiorDesign,5.0,50,96,38,8
792,Blida,36.417366,2.884606,gardening,4.4,3,81,26,20
793,Blida,36.539779,3.183551,carpentry,4.2,30,36,35,10
794,Blida,36.613481,2.799637,homeSecurity,3.9,21,96,49,15
795,Blida,36.480723,2.590827,gardening,4.4,23,74,42,18
796,Blida,36.442439,3.127136,furnitureAssembly,3.8,27,45,38,16
797,Blida,36.462395,3.177132,interiorDesign,5.0,40,58,38,17
798,Blida,36.631146,3.110666,vehicleRepair,3.7,43,59,55,19
799,Blida,36.516952,2.546221,painting,4.3,26,98,46,1
800,Blida,36.494869,2.618079,gardening,4.5,9,26,56,15
801,Sétif,35.589661,5.686675,acRepair,5.0,37,8,57,12
802,Sétif,36.433426,5.414977,gardening,3.7,20,0,57,16
803,Sétif,36.444221,6.381979,plumbing,3.0,43,3,57,12
