Provider ID,Service Category,Location (City - Subarea),"Coordinates (X, Y)",Rating,Experience,Click Count,Review Count
762,Auto Repair,Ouargla - Hassi Messaoud,"(32.49, 6.266)",4.7,1 years,96,57
763,Tutoring & Educational,Tiaret - Merine,"(35.371, 1.315)",4.6,9 years,209,90
764,Tailoring & Alteration,Annaba - El Hadjar,"(36.862, 7.76)",4.9,4 years,247,75
765,Auto Repair,Oran - El Hassi,"(35.72, -0.63)",4.3,9 years,189,98
766,Babysitting & Childcare,Blida - Chrea,"(36.482, 2.831)",4.8,6 years,175,92
767,Home Appliance Repair,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)",3.9,3 years,131,65
768,Personal Care (Home Services),Biskra - El Hassi,"(34.85, 5.72)",4.7,10 years,274,80
769,Electrical Services,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)",4.6,6 years,188,53
770,Home Appliance Repair,Tiaret - Merine,"(35.371, 1.315)",4.6,5 years,197,85
771,Pest Control,Adrar - Timimoun,"(27.46, 0.286)",4.0,4 years,146,57
772,Event Planning,Skikda - La Cloche,"(36.866, 6.906)",5.0,9 years,335,61
773,Plumbing,Annaba - El Hadjar,"(36.862, 7.76)",4.9,3 years,198,67
774,Electrical Services,Chlef - Tacheta,"(36.153, 1.333)",4.1,4 years,112,59
775,Housekeeping / Cleaning,Tizi Ouzou - Ait Ali,"(36.716, 4.044)",4.5,10 years,306,87
776,Home Appliance Repair,Constantine - Ziadia,"(36.365, 6.613)",4.8,2 years,145,74
777,Electrical Services,Chlef - Tacheta,"(36.153, 1.333)",3.8,2 years,195,40
778,Pest Control,El Oued - Guemar,"(33.133, 6.9)",4.0,6 years,254,80
779,Electrical Services,El Oued - Guemar,"(33.133, 6.9)",4.0,5 years,243,40
780,Babysitting & Childcare,Skikda - La Cloche,"(36.866, 6.906)",4.7,9 years,173,60
781,Tailoring & Alteration,Adrar - Timimoun,"(27.46, 0.286)",3.5,4 years,182,53
782,Auto Repair,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)",4.8,5 years,177,63
783,Carpentry,Tizi Ouzou - Ait Ali,"(36.716, 4.044)",4.4,6 years,198,61
784,Painting & Renovation,Tiaret - Merine,"(35.371, 1.315)",4.1,9 years,254,64
785,Tailoring & Alteration,Tiaret - Merine,"(35.371, 1.315)",3.9,4 years,214,67
786,Carpentry,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)",3.8,5 years,276,80
787,Home Appliance Repair,Annaba - El Hadjar,"(36.862, 7.76)",4.8,8 years,152,88
788,Personal Care (Home Services),Constantine - Ziadia,"(36.365, 6.613)",4.7,5 years,260,89
789,Housekeeping / Cleaning,M'sila - Ksar El Hirane,"(35.45, 4.52)",3.7,6 years,225,59
790,Tutoring & Educational,Oran - El Hassi,"(35.72, -0.63)",4.8,3 years,165,31
791,Babysitting & Childcare,Chlef - Tacheta,"(36.153, 1.333)",3.8,3 years,174,75
792,Auto Repair,Algiers - Sidi Abdallah,"(36.745, 3.25)",5.0,3 years,198,48
793,Babysitting & Childcare,Annaba - El Hadjar,"(36.862, 7.76)",3.5,2 years,183,65
794,Tailoring & Alteration,Oran - El Hassi,"(35.72, -0.63)",4.3,7 years,208,84
795,Painting & Renovation,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)",3.8,9 years,174,75
796,Carpentry,Annaba - El Hadjar,"(36.862, 7.76)",3.8,9 years,151,68
797,Painting & Renovation,Algiers - Sidi Abdallah,"(36.745, 3.25)",3.8,3 years,137,53
798,Pest Control,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)",4.0,2 years,122,36
799,Pest Control,Skikda - La Cloche,"(36.866, 6.906)",3.9,6 years,206,87
800,Plastering & Tiling,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)",4.9,5 years,207,72
801,Home Appliance Repair,Setif - Belkhir,"(36.185, 5.404)",4.2,8 years,217,95
802,Housekeeping / Cleaning,Ghardaia - M'zab Valley,"(32.485, 3.666)",4.0,8 years,280,72
803,Event Planning,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)",4.5,6 years,224,50
804,Tailoring & Alteration,Tiaret - Merine,"(35.371, 1.315)",4.0,7 years,211,65
805,Painting & Renovation,Annaba - El Hadjar,"(36.862, 7.76)",3.8,4 years,202,74
806,Personal Care (Home Services),Tiaret - Merine,"(35.371, 1.315)",3.9,10 years,197,84
807,Electrical Services,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)",4.6,10 years,245,64
808,Pest Control,Annaba - El Hadjar,"(36.862, 7.76)",4.1,8 years,241,85
809,Tutoring & Educational,Batna - Aïn Touta,"(35.552, 5.804)",4.4,1 years,219,57
810,Tailoring & Alteration,Annaba - El Hadjar,"(36.862, 7.76)",4.2,8 years,297,105
811,Home Appliance Repair,El Oued - Guemar,"(33.133, 6.9)",3.8,9 years,265,99
812,Auto Repair,Skikda - La Cloche,"(36.866, 6.906)",3.6,4 years,119,39
813,Carpentry,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)",3.7,4 years,237,59
814,Tutoring & Educational,Skikda - La Cloche,"(36.866, 6.906)",3.8,5 years,143,82
815,Tutoring & Educational,Biskra - El Hassi,"(34.85, 5.72)",4.2,4 years,204,61
816,Tailoring & Alteration,Medea - Bordj Menaiel,"(36.267, 2.741)",3.9,2 years,148,67
817,Carpentry,Constantine - Ziadia,"(36.365, 6.613)",3.7,8 years,275,76
818,Auto Repair,Medea - Bordj Menaiel,"(36.267, 2.741)",4.4,6 years,161,60
819,Auto Repair,M'sila - Ksar El Hirane,"(35.45, 4.52)",3.6,4 years,269,68
820,Carpentry,Setif - Belkhir,"(36.185, 5.404)",5.0,7 years,227,68
821,Tutoring & Educational,Setif - Belkhir,"(36.185, 5.404)",4.4,1 years,176,53
822,Painting & Renovation,Ghardaia - M'zab Valley,"(32.485, 3.666)",3.5,7 years,238,74
823,Pest Control,El Oued - Guemar,"(33.133, 6.9)",4.0,3 years,171,68
824,Carpentry,Tizi Ouzou - Ait Ali,"(36.716, 4.044)",4.7,9 years,317,102
825,Housekeeping / Cleaning,Chlef - Tacheta,"(36.153, 1.333)",4.0,6 years,234,66
826,Event Planning,Mostaganem - Ain Nouissy,"(35.929, 0.089)",4.1,5 years,135,51
827,Carpentry,Mostaganem - Ain Nouissy,"(35.929, 0.089)",3.5,8 years,185,61
828,Plumbing,Mostaganem - Ain Nouissy,"(35.929, 0.089)",4.2,3 years,161,35
829,Painting & Renovation,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)",4.5,8 years,182,65
830,Plumbing,Skikda - La Cloche,"(36.866, 6.906)",4.6,6 years,192,77
831,Babysitting & Childcare,Biskra - El Hassi,"(34.85, 5.72)",4.8,7 years,260,89
832,Personal Care (Home Services),Biskra - El Hassi,"(34.85, 5.72)",4.6,10 years,262,91
833,Auto Repair,Oran - El Hassi,"(35.72, -0.63)",4.2,5 years,133,74
834,Electrical Services,Tiaret - Merine,"(35.371, 1.315)",4.3,9 years,277,62
835,Pest Control,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)",4.8,9 years,195,94
836,Housekeeping / Cleaning,El Oued - Guemar,"(33.133, 6.9)",4.5,2 years,151,74
837,Event Planning,Ghardaia - M'zab Valley,"(32.485, 3.666)",4.6,6 years,274,76
838,Babysitting & Childcare,Tizi Ouzou - Ait Ali,"(36.716, 4.044)",4.2,7 years,227,94
839,Tailoring & Alteration,Chlef - Tacheta,"(36.153, 1.333)",4.4,10 years,333,98
840,Babysitting & Childcare,Medea - Bordj Menaiel,"(36.267, 2.741)",4.5,9 years,259,90
841,Painting & Renovation,Ghardaia - M'zab Valley,"(32.485, 3.666)",4.1,1 years,142,44
842,Plastering & Tiling,Annaba - El Hadjar,"(36.862, 7.76)",4.9,7 years,283,81
843,Housekeeping / Cleaning,Bejaia - Tizi Rached,"(36.761, 5.748)",4.3,3 years,149,64
844,Plumbing,Biskra - El Hassi,"(34.85, 5.72)",4.8,9 years,210,87
845,Housekeeping / Cleaning,Constantine - Ziadia,"(36.365, 6.613)",4.8,2 years,120,54
846,Electrical Services,Setif - Belkhir,"(36.185, 5.404)",4.9,8 years,272,57
847,Babysitting & Childcare,Ouargla - Hassi Messaoud,"(32.49, 6.266)",4.3,10 years,325,79
848,Housekeeping / Cleaning,Ouargla - Hassi Messaoud,"(32.49, 6.266)",3.6,1 years,99,52
849,Housekeeping / Cleaning,Adrar - Timimoun,"(27.46, 0.286)",4.8,3 years,207,68
850,Auto Repair,M'sila - Ksar El Hirane,"(35.45, 4.52)",5.0,6 years,154,55
851,Tutoring & Educational,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)",4.4,7 years,260,62
852,Tutoring & Educational,M'sila - Ksar El Hirane,"(35.45, 4.52)",4.2,3 years,120,58
853,Event Planning,Tiaret - Merine,"(35.371, 1.315)",4.0,3 years,173,42
854,Plumbing,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)",4.0,8 years,282,98
855,Personal Care (Home Services),Skikda - La Cloche,"(36.866, 6.906)",4.4,10 years,323,70
856,Event Planning,Skikda - La Cloche,"(36.866, 6.906)",4.1,4 years,111,66
857,Plastering & Tiling,Medea - Bordj Menaiel,"(36.267, 2.741)",3.7,5 years,268,68
858,Auto Repair,Bejaia - Tizi Rached,"(36.761, 5.748)",4.4,10 years,302,88
859,Event Planning,Constantine - Ziadia,"(36.365, 6.613)",4.2,1 years,129,31
860,Auto Repair,Tiaret - Merine,"(35.371, 1.315)",3.7,9 years,188,97
861,Babysitting & Childcare,El Oued - Guemar,"(33.133, 6.9)",3.7,5 years,194,62
862,Auto Repair,M'sila - Ksar El Hirane,"(35.45, 4.52)",3.8,1 years,224,33
863,Carpentry,Algiers - Sidi Abdallah,"(36.745, 3.25)",4.3,6 years,259,91
864,Personal Care (Home Services),Ouargla - Hassi Messaoud,"(32.49, 6.266)",3.9,2 years,103,54
865,Carpentry,Chlef - Tacheta,"(36.153, 1.333)",4.3,6 years,159,55
866,Carpentry,Illizi - Djanet,"(26.269, 9.484)",4.7,7 years,167,96
867,Pest Control,Constantine - Ziadia,"(36.365, 6.613)",5.0,1 years,87,27
868,Carpentry,Illizi - Djanet,"(26.269, 9.484)",4.4,6 years,222,62
869,Tailoring & Alteration,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)",4.8,2 years,225,64
870,Home Appliance Repair,Tiaret - Merine,"(35.371, 1.315)",4.7,1 years,185,29
871,Housekeeping / Cleaning,Annaba - El Hadjar,"(36.862, 7.76)",4.2,4 years,184,53
872,Painting & Renovation,Skikda - La Cloche,"(36.866, 6.906)",4.8,10 years,204,73
873,Carpentry,Batna - Aïn Touta,"(35.552, 5.804)",3.8,5 years,197,67
874,Personal Care (Home Services),Oran - El Hassi,"(35.72, -0.63)",4.6,7 years,160,75
875,Tailoring & Alteration,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)",4.2,4 years,232,41
876,Tutoring & Educational,Ghardaia - M'zab Valley,"(32.485, 3.666)",4.3,8 years,241,84
877,Electrical Services,Biskra - El Hassi,"(34.85, 5.72)",4.8,5 years,246,46
878,Event Planning,Setif - Belkhir,"(36.185, 5.404)",4.1,9 years,262,102
879,Plastering & Tiling,Tiaret - Merine,"(35.371, 1.315)",3.9,2 years,188,36
880,Tailoring & Alteration,Oran - El Hassi,"(35.72, -0.63)",4.5,6 years,116,80
881,Auto Repair,Illizi - Djanet,"(26.269, 9.484)",4.4,4 years,141,66
882,Tailoring & Alteration,Oran - El Hassi,"(35.72, -0.63)",4.2,9 years,252,85
883,Painting & Renovation,Skikda - La Cloche,"(36.866, 6.906)",3.9,6 years,246,77
884,Pest Control,El Oued - Guemar,"(33.133, 6.9)",4.0,8 years,195,69
885,Electrical Services,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)",3.6,1 years,234,21
886,Pest Control,Setif - Belkhir,"(36.185, 5.404)",4.2,9 years,265,94
887,Electrical Services,Illizi - Djanet,"(26.269, 9.484)",3.6,10 years,258,91
888,Auto Repair,Tizi Ouzou - Ait Ali,"(36.716, 4.044)",4.2,10 years,297,97
889,Babysitting & Childcare,Medea - Bordj Menaiel,"(36.267, 2.741)",4.5,2 years,166,71
890,Electrical Services,Skikda - La Cloche,"(36.866, 6.906)",3.9,3 years,241,49
891,Carpentry,Chlef - Tacheta,"(36.153, 1.333)",3.8,3 years,188,55
892,Babysitting & Childcare,Illizi - Djanet,"(26.269, 9.484)",3.9,8 years,177,90
893,Painting & Renovation,Bejaia - Tizi Rached,"(36.761, 5.748)",3.9,10 years,301,93
894,Housekeeping / Cleaning,Constantine - Ziadia,"(36.365, 6.613)",4.7,2 years,217,67
895,Plastering & Tiling,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)",3.8,7 years,167,57
896,Event Planning,Mostaganem - Ain Nouissy,"(35.929, 0.089)",3.9,7 years,170,83
897,Plumbing,Adrar - Timimoun,"(27.46, 0.286)",3.7,1 years,175,50
898,Personal Care (Home Services),Biskra - El Hassi,"(34.85, 5.72)",4.5,1 years,141,46
899,Tailoring & Alteration,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)",4.3,3 years,218,56
900,Plumbing,Tiaret - Merine,"(35.371, 1.315)",4.7,9 years,257,89
901,Tailoring & Alteration,M'sila - Ksar El Hirane,"(35.45, 4.52)",3.9,2 years,98,46
902,Tailoring & Alteration,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)",3.9,7 years,139,69
903,Tailoring & Alteration,M'sila - Ksar El Hirane,"(35.45, 4.52)",3.7,4 years,190,76
904,Electrical Services,Adrar - Timimoun,"(27.46, 0.286)",4.4,7 years,232,92
905,Electrical Services,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)",3.6,3 years,234,76
906,Painting & Renovation,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)",4.7,3 years,151,39
907,Pest Control,Batna - Aïn Touta,"(35.552, 5.804)",4.6,1 years,174,29
908,Tutoring & Educational,Chlef - Tacheta,"(36.153, 1.333)",4.6,8 years,302,64
909,Plastering & Tiling,Blida - Chrea,"(36.482, 2.831)",3.7,1 years,222,66
910,Plastering & Tiling,Adrar - Timimoun,"(27.46, 0.286)",3.5,1 years,166,33
911,Electrical Services,Ghardaia - M'zab Valley,"(32.485, 3.666)",4.8,2 years,204,24
912,Tutoring & Educational,Setif - Belkhir,"(36.185, 5.404)",4.6,3 years,232,44
913,Electrical Services,Mostaganem - Ain Nouissy,"(35.929, 0.089)",4.9,9 years,190,97
914,Event Planning,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)",4.2,2 years,173,46
915,Tutoring & Educational,Skikda - La Cloche,"(36.866, 6.906)",4.0,7 years,279,75
916,Plastering & Tiling,El Oued - Guemar,"(33.133, 6.9)",4.4,2 years,185,36
917,Plastering & Tiling,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)",4.0,6 years,292,45
918,Painting & Renovation,Algiers - Sidi Abdallah,"(36.745, 3.25)",4.4,6 years,161,64
919,Tailoring & Alteration,Tizi Ouzou - Ait Ali,"(36.716, 4.044)",4.7,3 years,124,57
920,Event Planning,Illizi - Djanet,"(26.269, 9.484)",4.6,6 years,131,88
921,Plumbing,Chlef - Tacheta,"(36.153, 1.333)",3.8,3 years,269,71
922,Plastering & Tiling,Chlef - Tacheta,"(36.153, 1.333)",4.8,3 years,97,42
923,Event Planning,Adrar - Timimoun,"(27.46, 0.286)",3.7,3 years,194,72
924,Event Planning,Biskra - El Hassi,"(34.85, 5.72)",4.9,5 years,241,67
925,Painting & Renovation,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)",4.2,5 years,257,63
926,Painting & Renovation,Bejaia - Tizi Rached,"(36.761, 5.748)",4.3,2 years,195,36
927,Personal Care (Home Services),Mostaganem - Ain Nouissy,"(35.929, 0.089)",4.9,3 years,203,68
928,Carpentry,M'sila - Ksar El Hirane,"(35.45, 4.52)",3.7,9 years,223,86
929,Personal Care (Home Services),Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)",4.2,9 years,278,85
930,Electrical Services,Bejaia - Tizi Rached,"(36.761, 5.748)",5.0,5 years,202,76
931,Electrical Services,El Oued - Guemar,"(33.133, 6.9)",3.5,10 years,231,69
932,Pest Control,Constantine - Ziadia,"(36.365, 6.613)",4.8,5 years,246,52
933,Pest Control,Tizi Ouzou - Ait Ali,"(36.716, 4.044)",4.5,1 years,221,34
934,Tailoring & Alteration,Batna - Aïn Touta,"(35.552, 5.804)",4.8,2 years,156,76
935,Plumbing,Constantine - Ziadia,"(36.365, 6.613)",3.9,6 years,253,74
936,Personal Care (Home Services),Ouargla - Hassi Messaoud,"(32.49, 6.266)",3.7,8 years,165,76
937,Tailoring & Alteration,Blida - Chrea,"(36.482, 2.831)",4.3,10 years,216,100
938,Tutoring & Educational,Adrar - Timimoun,"(27.46, 0.286)",4.8,8 years,271,60
939,Electrical Services,Adrar - Timimoun,"(27.46, 0.286)",4.6,6 years,196,52
940,Housekeeping / Cleaning,Algiers - Sidi Abdallah,"(36.745, 3.25)",4.3,3 years,234,62
941,Carpentry,Oran - El Hassi,"(35.72, -0.63)",4.8,1 years,200,35
942,Tailoring & Alteration,Bejaia - Tizi Rached,"(36.761, 5.748)",4.7,7 years,153,94
943,Event Planning,Biskra - El Hassi,"(34.85, 5.72)",4.9,10 years,254,87
944,Babysitting & Childcare,Constantine - Ziadia,"(36.365, 6.613)",3.6,9 years,294,78
945,Carpentry,Chlef - Tacheta,"(36.153, 1.333)",3.6,4 years,175,34
946,Pest Control,Tizi Ouzou - Ait Ali,"(36.716, 4.044)",4.5,5 years,243,84
947,Electrical Services,M'sila - Ksar El Hirane,"(35.45, 4.52)",4.2,5 years,146,74
948,Event Planning,Constantine - Ziadia,"(36.365, 6.613)",4.1,7 years,237,51
949,Tailoring & Alteration,Skikda - La Cloche,"(36.866, 6.906)",4.8,9 years,296,98
950,Home Appliance Repair,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)",4.1,3 years,185,58
951,Tailoring & Alteration,Bejaia - Tizi Rached,"(36.761, 5.748)",3.9,8 years,312,63
952,Carpentry,Blida - Chrea,"(36.482, 2.831)",4.3,7 years,183,63
953,Event Planning,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)",4.7,2 years,227,36
954,Event Planning,M'sila - Ksar El Hirane,"(35.45, 4.52)",4.9,9 years,318,95
955,Plastering & Tiling,Tizi Ouzou - Ait Ali,"(36.716, 4.044)",4.5,2 years,216,29
956,Auto Repair,Ghardaia - M'zab Valley,"(32.485, 3.666)",3.8,1 years,156,59
957,Pest Control,Annaba - El Hadjar,"(36.862, 7.76)",4.7,3 years,244,61
958,Event Planning,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)",4.8,6 years,173,73
959,Babysitting & Childcare,El Oued - Guemar,"(33.133, 6.9)",4.4,4 years,209,56
960,Tutoring & Educational,Blida - Chrea,"(36.482, 2.831)",3.7,10 years,231,106
961,Tutoring & Educational,Tiaret - Merine,"(35.371, 1.315)",3.8,3 years,125,56
962,Plumbing,Adrar - Timimoun,"(27.46, 0.286)",4.7,9 years,248,94
963,Auto Repair,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)",4.4,1 years,186,65
964,Plumbing,M'sila - Ksar El Hirane,"(35.45, 4.52)",4.4,4 years,161,79
965,Tailoring & Alteration,Algiers - Sidi Abdallah,"(36.745, 3.25)",3.9,3 years,228,60
966,Tailoring & Alteration,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)",4.2,4 years,190,80
967,Housekeeping / Cleaning,Tiaret - Merine,"(35.371, 1.315)",4.9,1 years,162,63
968,Plumbing,Ghardaia - M'zab Valley,"(32.485, 3.666)",4.4,8 years,194,96
969,Babysitting & Childcare,Setif - Belkhir,"(36.185, 5.404)",3.7,3 years,197,67
970,Event Planning,Algiers - Sidi Abdallah,"(36.745, 3.25)",4.2,6 years,162,94
971,Event Planning,Oran - El Hassi,"(35.72, -0.63)",3.8,4 years,139,70
972,Auto Repair,Medea - Bordj Menaiel,"(36.267, 2.741)",4.1,7 years,164,104
973,Personal Care (Home Services),M'sila - Ksar El Hirane,"(35.45, 4.52)",3.7,9 years,278,94
974,Tailoring & Alteration,Chlef - Tacheta,"(36.153, 1.333)",3.9,4 years,209,53
975,Personal Care (Home Services),Chlef - Tacheta,"(36.153, 1.333)",4.8,5 years,157,76
976,Event Planning,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)",4.4,6 years,187,68
977,Carpentry,Tiaret - Merine,"(35.371, 1.315)",3.9,6 years,144,79
978,Plastering & Tiling,Bejaia - Tizi Rached,"(36.761, 5.748)",4.6,1 years,147,64
979,Babysitting & Childcare,El Oued - Guemar,"(33.133, 6.9)",4.6,8 years,257,87
980,Personal Care (Home Services),Medea - Bordj Menaiel,"(36.267, 2.741)",4.2,10 years,278,77
981,Plumbing,Medea - Bordj Menaiel,"(36.267, 2.741)",5.0,6 years,267,73
982,Painting & Renovation,Adrar - Timimoun,"(27.46, 0.286)",4.5,4 years,145,61
983,Babysitting & Childcare,Algiers - Sidi Abdallah,"(36.745, 3.25)",4.7,5 years,272,47
984,Carpentry,Ghardaia - M'zab Valley,"(32.485, 3.666)",3.8,4 years,191,36
985,Home Appliance Repair,Oran - El Hassi,"(35.72, -0.63)",4.7,5 years,186,64
986,Plumbing,Tizi Ouzou - Ait Ali,"(36.716, 4.044)",4.6,6 years,284,72
987,Auto Repair,Skikda - La Cloche,"(36.866, 6.906)",4.3,3 years,162,70
988,Pest Control,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)",4.2,9 years,240,98
989,Painting & Renovation,Adrar - Timimoun,"(27.46, 0.286)",3.5,5 years,265,55
990,Electrical Services,Ouargla - Hassi Messaoud,"(32.49, 6.266)",4.4,7 years,146,72
991,Auto Repair,El Oued - Guemar,"(33.133, 6.9)",3.9,6 years,223,70
992,Home Appliance Repair,Annaba - El Hadjar,"(36.862, 7.76)",4.3,9 years,213,97
993,Electrical Services,Medea - Bordj Menaiel,"(36.267, 2.741)",4.7,9 years,305,73
994,Pest Control,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)",5.0,10 years,283,70
995,Plastering & Tiling,Chlef - Tacheta,"(36.153, 1.333)",4.2,10 years,330,69
996,Plastering & Tiling,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)",4.7,4 years,233,52
997,Personal Care (Home Services),Medea - Bordj Menaiel,"(36.267, 2.741)",4.7,4 years,107,76
998,Pest Control,Tizi Ouzou - Ait Ali,"(36.716, 4.044)",4.0,2 years,178,40
999,Event Planning,Mostaganem - Ain Nouissy,"(35.929, 0.089)",4.9,5 years,223,66
1000,Pest Control,Annaba - El Hadjar,"(36.862, 7.76)",4.2,5 years,140,72
1001,Tailoring & Alteration,Blida - Chrea,"(36.482, 2.831)",4.4,10 years,203,67
1002,Personal Care (Home Services),Illizi - Djanet,"(26.269, 9.484)",4.5,8 years,271,71
1003,Plastering & Tiling,Tizi Ouzou - Ait Ali,"(36.716, 4.044)",3.8,7 years,172,73
1004,Event Planning,Ouargla - Hassi Messaoud,"(32.49, 6.266)",4.7,3 years,215,66
1005,Electrical Services,Adrar - Timimoun,"(27.46, 0.286)",3.6,1 years,200,54
1006,Tailoring & Alteration,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)",3.5,8 years,246,91
1007,Carpentry,Constantine - Ziadia,"(36.365, 6.613)",4.2,9 years,272,83
1008,Pest Control,El Oued - Guemar,"(33.133, 6.9)",4.8,3 years,225,45
1009,Babysitting & Childcare,Constantine - Ziadia,"(36.365, 6.613)",4.6,6 years,265,82
1010,Housekeeping / Cleaning,Biskra - El Hassi,"(34.85, 5.72)",4.5,8 years,289,57
1011,Plumbing,Ouargla - Hassi Messaoud,"(32.49, 6.266)",3.7,8 years,247,103
1012,Electrical Services,Bejaia - Tizi Rached,"(36.761, 5.748)",3.5,1 years,140,36
1013,Home Appliance Repair,Tiaret - Merine,"(35.371, 1.315)",3.8,10 years,222,73
1014,Tailoring & Alteration,Medea - Bordj Menaiel,"(36.267, 2.741)",3.9,3 years,210,61
1015,Plastering & Tiling,M'sila - Ksar El Hirane,"(35.45, 4.52)",4.0,4 years,112,72
1016,Home Appliance Repair,Illizi - Djanet,"(26.269, 9.484)",3.8,1 years,131,38
1017,Babysitting & Childcare,Constantine - Ziadia,"(36.365, 6.613)",4.0,1 years,147,63
1018,Home Appliance Repair,Oran - El Hassi,"(35.72, -0.63)",3.7,2 years,169,68
1019,Plastering & Tiling,Adrar - Timimoun,"(27.46, 0.286)",5.0,3 years,212,51
1020,Babysitting & Childcare,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)",3.9,10 years,277,77
1021,Pest Control,Oran - El Hassi,"(35.72, -0.63)",3.9,3 years,244,69
1022,Painting & Renovation,M'sila - Ksar El Hirane,"(35.45, 4.52)",4.2,5 years,214,67
1023,Plastering & Tiling,Skikda - La Cloche,"(36.866, 6.906)",4.9,10 years,223,89
1024,Personal Care (Home Services),Chlef - Tacheta,"(36.153, 1.333)",4.3,9 years,178,67
1025,Event Planning,El Oued - Guemar,"(33.133, 6.9)",3.6,8 years,215,58
1026,Pest Control,Skikda - La Cloche,"(36.866, 6.906)",3.9,2 years,113,54
1027,Home Appliance Repair,Setif - Belkhir,"(36.185, 5.404)",3.6,1 years,117,51
1028,Personal Care (Home Services),Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)",4.8,1 years,165,47
1029,Event Planning,Biskra - El Hassi,"(34.85, 5.72)",4.7,7 years,260,91
1030,Carpentry,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)",4.3,10 years,281,84
1031,Plumbing,Ouargla - Hassi Messaoud,"(32.49, 6.266)",4.0,9 years,193,75
1032,Babysitting & Childcare,Adrar - Timimoun,"(27.46, 0.286)",4.8,5 years,149,49
1033,Tutoring & Educational,Constantine - Ziadia,"(36.365, 6.613)",5.0,6 years,195,73
1034,Painting & Renovation,Constantine - Ziadia,"(36.365, 6.613)",3.7,6 years,160,64
1035,Painting & Renovation,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)",4.5,6 years,196,67
1036,Carpentry,Annaba - El Hadjar,"(36.862, 7.76)",4.4,9 years,213,93
1037,Event Planning,Bejaia - Tizi Rached,"(36.761, 5.748)",4.9,5 years,124,57
1038,Housekeeping / Cleaning,Constantine - Ziadia,"(36.365, 6.613)",4.4,7 years,129,86
1039,Plumbing,Ouargla - Hassi Messaoud,"(32.49, 6.266)",4.7,9 years,262,99
1040,Pest Control,Adrar - Timimoun,"(27.46, 0.286)",4.6,6 years,208,74
1041,Event Planning,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)",3.7,2 years,145,45
1042,Home Appliance Repair,Blida - Chrea,"(36.482, 2.831)",4.4,6 years,166,62
1043,Tutoring & Educational,Ghardaia - M'zab Valley,"(32.485, 3.666)",4.8,6 years,169,84
1044,Plumbing,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)",4.7,4 years,180,37
1045,Electrical Services,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)",4.0,1 years,128,63
1046,Pest Control,Medea - Bordj Menaiel,"(36.267, 2.741)",3.9,5 years,209,73
1047,Personal Care (Home Services),Bejaia - Tizi Rached,"(36.761, 5.748)",3.6,5 years,241,49
1048,Plastering & Tiling,Chlef - Tacheta,"(36.153, 1.333)",5.0,2 years,238,56
1049,Pest Control,Chlef - Tacheta,"(36.153, 1.333)",4.9,5 years,217,57
1050,Carpentry,Annaba - El Hadjar,"(36.862, 7.76)",5.0,5 years,203,50
1051,Plastering & Tiling,Constantine - Ziadia,"(36.365, 6.613)",4.7,4 years,237,58
